URL,Ubicación,Precio,Sup. cubierta,Antiguedad,Baños,Ambientes,Disposición,Expensas,Dormitorios,Cocheras,Estado,Orientación,Apto profesional,Toilettes,Permite mascota,Antigüedad,Sup. terreno,Toilletes,Tipo de Baño,Tipo de local,Plantas,En Edificio,Sup. total,Seguridad,Galería/Shopping,Sup. descubierta,Tipo de Terreno,Sup. Total,Longitud del Frente,Longitud del Fondo,Superficie Total,Sup. Construible,Longitud del frente,Longitud del fondo,Superficie cubierta,Cantidad baños,Agua corriente,Tipo de cochera,Tipo de cobertura,Tipo de coche,Tipo de acceso,Altura Techo,FOT,Habitaciones,Descripción
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14144098,Arenales  al 3000,USD 450,,A Estrenar,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--14146430,San Martin al 900,USD 500,,A Estrenar,1 baño,Monoambiente,,No se encontraron expensas,,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--14153047,Av. Pueyrredón al 1800 . Alquiler Amoblado 3 ambientes!!,USD 650,56  m² Cubierta,30 años,1 baño,3 ambientes,,No se encontraron expensas,2 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14153094,Av. Santa Fé 2500,$ 290.000,39  m² Cubierta,47 años,1 baño,2 ambientes,,+ $50.000 expensas,1 dormitorio,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14154504,ANCHORENA TOMAS M. DE DR. 1500,USD 800,78  m² Cubierta,30 años,,4 ambientes,Frente,+ $87.533 expensas,3 dormitorios,1 cocheras,Bueno,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14157362,Beruti 2900,$ 290.000,39  m² Cubierta,35 años,1 baño,2 ambientes,,+ $30.000 expensas,1 dormitorio,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--14201692,Aguero al 2100,USD 800,,40 años,1 baño,3 ambientes,,No se encontraron expensas,2 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14202568,Austria 1901,USD 1.200,47  m² Cubierta,5 años,2 baños,2 ambientes,,No se encontraron expensas,1 dormitorio,1 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-7-ambientes--14207549,"Alquiler Penthouse, Recoleta, Capital Federal, CABA",USD 9.800,380  m² Cubierta,A Estrenar,4 baños,7 ambientes,,+ $450.000 expensas,4 dormitorios,2 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14211687,Av. Quintana  y Parera. Categoria. Super Luminoso. Sup 104 m2.,USD 1.000,,56 años,2 baños,4 ambientes,,+ $60.000 expensas,3 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--14219835,Quintana 400,USD 2.000,136  m² Cubierta,43 años,2 baños,3 ambientes,,+ $100.000 expensas,2 dormitorios,1 cocheras,,,,1 toilettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14235017,DEL LIBERTADOR  N°300 PISO ALTO,USD 2.500,187  m² Cubierta,35 años,2 baños,4 ambientes,,+ $158.000 expensas,3 dormitorios,2 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14251757,Agüero  al 2100,USD 700,45  m² Cubierta,5 años,1 baño,2 ambientes,,+ $25.000 expensas,1 dormitorio,1 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14251923,Agüero  al 2100,USD 850,45  m² Cubierta,5 años,1 baño,2 ambientes,,+ $25.000 expensas,1 dormitorio,1 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14262741,Vicente Lopez 1900,$ 240.000,41  m² Cubierta,53 años,1 baño,2 ambientes,,+ $32.000 expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14263619,"Av. Alvear 1700,  Recoleta, CABA, Argentina",USD 3.400,160  m² Cubierta,A Estrenar,3 baños,4 ambientes,,No se encontraron expensas,3 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14266010,Juncal 2800,USD 500,34  m² Cubierta,52 años,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--14278027,Arenales al 1200,USD 350,27  m² Cubierta,45 años,1 baño,Monoambiente,,+ $28.000 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-6-ambientes--14285771,Santa Fe Av. al 1400,USD 3.000,270  m² Cubierta,100 años,3 baños,6 ambientes,,+ $140 expensas,4 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14292939,Callao al 1400,USD 1.100,117  m² Cubierta,50 años,1 baño,4 ambientes,,No se encontraron expensas,2 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--14293449,Rodríguez Peña al 1600,USD 7.000,317  m² Cubierta,70 años,4 baños,5 ambientes,,+ $350.000 expensas,3 dormitorios,2 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--14293482,Avenida Callao  al 1400,USD 1.700,175  m² Cubierta,45 años,3 baños,5 ambientes,,+ $160.000 expensas,4 dormitorios,1 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--14294854,Av Quintana al 500,USD 1.200,68  m² Cubierta,40 años,1 baño,3 ambientes,,+ $75.000 expensas,2 dormitorios,1 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14296219,Arroyo al 800,$ 900.000,157  m² Cubierta,35 años,2 baños,4 ambientes,,+ $142.000 expensas,3 dormitorios,1 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14296425,suipacha 700,USD 550,40  m² Cubierta,1963 años,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--12719123,Charcas 2500,USD 900,95  m² Cubierta,50 años,2 baños,3 ambientes,Contra Frente,No se encontraron expensas,2 dormitorios,,Excelente,Noreste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-3-ambientes--13058611,"San José  1100, Piso 3",USD 400,,45 años,1 baño,3 ambientes,Frente,+ $20.000 expensas,2 dormitorios,,Bueno,Noreste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-2-ambientes--14219706,Independencia al 2300,USD 350,60  m² Cubierta,A Estrenar,1 baño,2 ambientes,,+ $12.000 expensas,1 dormitorio,1 cocheras,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-5-ambientes--12668046,"Avenida Belgrano 2400, Piso 1",USD 700,96  m² Cubierta,45 años,2 baños,5 ambientes,Frente,+ $58.000 expensas,4 dormitorios,2 cocheras,Bueno,Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-2-ambientes--14143030,Combate de los Pozos  al 1000,USD 360,,A Estrenar,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-2-ambientes--14143873,Combate de los Pozos  al 1000,USD 360,38  m² Cubierta,6 años,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-2-ambientes--14247475,Danel 1400,USD 350,50  m² Cubierta,A Estrenar,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-4-ambientes--14289949,Combate de los Pozos 1100,USD 500,78  m² Cubierta,50 años,2 baños,4 ambientes,Frente,+ $25.000 expensas,3 dormitorios,1 cocheras,Bueno,Oeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--13923639,"Avenida Corrientes 5500, Piso 4",USD 350,44  m² Cubierta,8 años,1 baño,Monoambiente,Frente,No se encontraron expensas,1 dormitorio,,Excelente,Oeste,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14288965,V Camargo 300,USD 450,40  m² Cubierta,4 años,1 baño,2 ambientes,Frente,+ $22.000 expensas,1 dormitorio,,Excelente,Oeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--13608666,"Araoz 700, Piso 3",USD 300,31  m² Cubierta,12 años,1 baño,Monoambiente,Frente,+ $16.000 expensas,,,Muy Bueno,Sudeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--13608802,"Lavalleja  900, Piso 6",$ 300.000,45  m² Cubierta,3 años,1 baño,Monoambiente,Frente,+ $17.000 expensas,1 dormitorio,,Excelente,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--13270014,Av. San Martín al 2900,USD 550,34  m² Cubierta,A Estrenar,1 baño,2 ambientes,,+ $19.000 expensas,1 dormitorio,1 cocheras,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--13270019,Av. San Martín al 2900,USD 550,34  m² Cubierta,A Estrenar,1 baño,2 ambientes,,+ $19.000 expensas,1 dormitorio,1 cocheras,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--13270040,Av. San Martín al 2900,USD 700,43  m² Cubierta,A Estrenar,1 baño,2 ambientes,,+ $22.000 expensas,1 dormitorio,1 cocheras,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--12688813,Frias 400,$ 150.000,23  m² Cubierta,,1 baño,Monoambiente,,+ $7.500 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--13339025,"Tres Arroyos 100, Piso 2",$ 120.000,,50 años,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,Muy Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--11488536,"Gurruchaga 500, Piso 5",$ 490.000,110  m² Cubierta,,3 baños,3 ambientes,Frente,+ $50.000 expensas,2 dormitorios,1 cocheras,Muy Bueno,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--7984243,"Malabia 400, Piso 5",$ 380.000,60  m² Cubierta,12 años,1 baño,2 ambientes,Frente,+ $60.000 expensas,1 dormitorio,,Excelente,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--12812953,ARAOZ al 1000,USD 1.900,60  m² Cubierta,4 años,1 baño,2 ambientes,,+ $10.000 expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-4-ambientes--13518738,Serrano al 300,USD 1.600,83  m² Cubierta,A Estrenar,2 baños,4 ambientes,,+ $33.500 expensas,3 dormitorios,1 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--7754954,"V Camargo 1000, Piso 2",USD 750,60  m² Cubierta,,1 baño,3 ambientes,Interno,+ $2.700 expensas,2 dormitorios,,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--12972063,Padilla 962,USD 550,41  m² Cubierta,5 años,1 baño,Monoambiente,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--13595398,CORRIENTES 5067,$ 160.000,20  m² Cubierta,45 años,1 baño,Monoambiente,,+ $11.400 expensas,,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-4-ambientes--13601582,Panama al 900,USD 1.150,,40 años,1 baño,4 ambientes,,No se encontraron expensas,3 dormitorios,1 cocheras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--13270067,Av. San Martín al 2900,USD 950,58  m² Cubierta,A Estrenar,1 baño,3 ambientes,,+ $29.000 expensas,2 dormitorios,1 cocheras,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14254517,Vera 800,USD 640,42  m² Cubierta,4 años,2 baños,2 ambientes,Frente,+ $35.000 expensas,1 dormitorio,,Excelente,Sudoeste,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--14280410,Vera  al 300,$ 165.000,32  m² Cubierta,8 años,1 baño,Monoambiente,,+ $29.000 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--7939762,CORRIENTES 4800,$ 111.111.111,44  m² Cubierta,A Estrenar,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--12593258,Padilla 600,USD 800,65  m² Cubierta,30 años,1 baño,3 ambientes,,No se encontraron expensas,2 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--12967379,Camargo al 1100,USD 500,68  m² Cubierta,50 años,1 baño,3 ambientes,,No se encontraron expensas,2 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--12987316,Araoz al 600,USD 550,32  m² Cubierta,A Estrenar,1 baño,Monoambiente,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--13167394,Acoyte al 700,USD 750,62  m² Cubierta,10 años,1 baño,3 ambientes,,+ $45.000 expensas,2 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--13250742,AV. CORRIENTES al 5200,USD 1.600,,40 años,1 baño,3 ambientes,,No se encontraron expensas,2 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--13623978,Acevedo  al 100,USD 400,36  m² Cubierta,10 años,1 baño,Monoambiente,,+ $15.000 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--13753217,Malabia  al 1000,$ 200.000,57  m² Cubierta,80 años,1 baño,3 ambientes,,No se encontraron expensas,2 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--14033097,Gurruchaga 400,USD 390,30  m² Cubierta,12 años,1 baño,Monoambiente,,+ $37.000 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--14133551,"Guruchaga, casi Av. Corrientes",USD 450,43  m² Cubierta,A Estrenar,1 baño,Monoambiente,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14143802,Thames al 600,USD 600,60  m² Cubierta,A Estrenar,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--14152549,Corrientes al 4900,$ 135.000,30  m² Cubierta,30 años,1 baño,Monoambiente,,+ $8.600 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14154496,"FIGUEROA, APOLINARIO, CNEL. 100, Piso 3",USD 450,38  m² Cubierta,45 años,1 baño,2 ambientes,Lateral,No se encontraron expensas,1 dormitorio,,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--14211601,"AV CORRIENTES 5100, Piso 1",$ 250.000,64  m² Cubierta,,2 baños,3 ambientes,Lateral,+ $27.000 expensas,2 dormitorios,,Muy Bueno,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14252711,Avenida Juan B. Justo 3000,USD 450,39  m² Cubierta,8 años,1 baño,2 ambientes,,+ $15.000 expensas,1 dormitorio,,,,Apto profesi.,1 toilettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14263947,"GURRUCHAGA 300, Piso 4",USD 450,35  m² Cubierta,5 años,1 baño,2 ambientes,Contra frente,No se encontraron expensas,1 dormitorio,,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--14277700,Aguirre  al 500 3 AMBIENTES AMOBLADO  EXPENSAS Y AYSA INCLUIDOS,USD 600,68  m² Cubierta,55 años,1 baño,3 ambientes,,No se encontraron expensas,2 dormitorios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-4-ambientes--14289500,Avenida Corrientes 5500,USD 700,112  m² Cubierta,37 años,2 baños,4 ambientes,,+ $100.000 expensas,3 dormitorios,1 cocheras,,,,1 toilettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14289804,Darwin 700,USD 400,38  m² Cubierta,15 años,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14290407,Velazco  - Villa Crespo,USD 350,40  m² Cubierta,A Estrenar,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14293964,Remedios de Escalada de San Martín al 900,$ 150.000,37  m² Cubierta,10 años,1 baño,2 ambientes,,+ $35.000 expensas,1 dormitorio,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--13755471,"Carlos A Lopez 4300, Piso 3",USD 500,45  m² Cubierta,10 años,1 baño,2 ambientes,Contra Frente,+ $29.000 expensas,1 dormitorio,,Excelente,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--13755858,"Carlos A Lopez 4300, Piso 3",USD 500,50  m² Cubierta,10 años,1 baño,2 ambientes,Contra Frente,+ $29.000 expensas,1 dormitorio,,Excelente,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-1-ambiente--13861810,"Av.san Martin 7200, Piso 1",$ 150.000,,,1 baño,Monoambiente,Frente,No se encontraron expensas,,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-4-ambientes--11722633,"Asunción  4000, Piso 1",USD 2.000,160  m² Cubierta,,4 baños,4 ambientes,Frente,No se encontraron expensas,3 dormitorios,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-4-ambientes--13925338,"EMILIO LAMARCA 3700, Piso 1",USD 1.000,115  m² Cubierta,40 años,3 baños,4 ambientes,Frente,+ $40.000 expensas,3 dormitorios,,Excelente,Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-5-ambientes--12787169,Pedro Moran 3800,USD 2.000,,,3 baños,5 ambientes,Frente,+ $120.000 expensas,4 dormitorios,1 cocheras,Excelente,,,1 toilettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-3-ambientes--12668510,NOGOYA 3900,USD 1.200,210  m² Cubierta,,3 baños,3 ambientes,Frente,No se encontraron expensas,2 dormitorios,1 cocheras,Muy Bueno,Noreste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-4-ambientes--4310240,"Solano Lopez 3300, Piso 5",$ 600.000,110  m² Cubierta,23 años,3 baños,4 ambientes,Frente,+ $52.000 expensas,3 dormitorios,1 cocheras,Muy Bueno,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-1-ambiente--14064086,Av. San Martin 6300,USD 400,36  m² Cubierta,A Estrenar,1 baño,Monoambiente,Contra frente,+ $11.000 expensas,1 dormitorio,,Excelente,Noreste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-4-ambientes--11390534,"marcos sastre  5200, Piso 1",USD 400,82  m² Cubierta,,1 baño,4 ambientes,,+ $25.000 expensas,3 dormitorios,,Excelente,,,1 toilettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-1-ambiente--14099260,"CAMPANA 2800, Piso 1",$ 250.000,46  m² Cubierta,5 años,1 baño,Monoambiente,Contra frente,+ $6.700 expensas,1 dormitorio,,Excelente,Este,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-3-ambientes--12740165,Av. Francisco Beiro al 3400,USD 800,70  m² Cubierta,7 años,2 baños,3 ambientes,,+ $15.000 expensas,2 dormitorios,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--12900723,Alquiler Temporario Roosevelt al 5600,USD 900,53  m² Cubierta,A Estrenar,1 baño,2 ambientes,,No se encontraron expensas,1 dormitorio,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--13381918,Av. Francisco Beiro al 4800,USD 550,47  m² Cubierta,A Estrenar,1 baño,2 ambientes,,+ $10.000 expensas,1 dormitorio,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--12521341,"Av Lope De Vega 2200, Piso 5",$ 250.000,55  m² Cubierta,A Estrenar,1 baño,2 ambientes,Frente,+ $28.000 expensas,1 dormitorio,,Excelente,Noroeste,Apto profesi.,,Per. mascota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--12461685,"Av Lope De Vega 2200, Piso 7",$ 230.000,41  m² Cubierta,A Estrenar,1 baño,2 ambientes,Frente,+ $26.000 expensas,1 dormitorio,,Excelente,Noroeste,Apto profesi.,,Per. mascota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-1-ambiente--13763443,"CUBAS, JOSE 3400, Piso 4",$ 160.000,38  m² Cubierta,7 años,,Monoambiente,Frente,+ $12.770 expensas,1 dormitorio,,Bueno,Sudeste,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
