URL,Ubicación,Precio ARS,Precio USD,Sup. cubierta,Dormitorios,Antigüedad,Baños,Ambientes,Cocheras,Toilettes,Sup. terreno,Expensas,Estado,Disposición,Orientación,Tipo de local,Sup. total,Plantas,En Edificio,Antiguedad,Apto profesional,Seguridad,Permite mascota,Tipo de Baño,Longitud del frente,Longitud del fondo,Superficie Total,Sup. descubierta,Longitud del Frente,Longitud del Fondo,Habitaciones,FOT,Altura Techo,Agua corriente,Tipo de cochera,Tipo de cobertura,Tipo de acceso,Tipo de Terreno,Sup. Total,Tipo de coche,Galería/Shopping,Toilletes,Superficie cubierta,Descripción,Cantidad baños,Sup. Cubierta,Pileta
https://www.argenprop.com/casa-en-alquiler-en-martinez-santa-fe-fleming-4-ambientes--14407761,Vélez Sársfield al 700 entre Necochea y Beruti,,,88  m² Cubierta,3 dormitorios,40 años,1 baño,4 ambientes,1 cochera,,110  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba-2-ambientes--14431966,"obispo trejo 1200, Piso 3d",,,42  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $19.000 expensas,,,,,,,,11 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-bella-vista-3-ambientes--14414393,Pasaje Independencia 3100,,,,2 dormitorios,45 años,1 baño,3 ambientes,,,,No se encontraron expensas,Muy Bueno,,Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-boulogne-6-ambientes--13101873,Monseñor Calcagno al 100,,3,430  m² Cubierta,4 dormitorios,40 años,5 baños,6 ambientes,,,2.250  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--13213664,"Soler 5900, Piso 5",,600,36  m² Cubierta,,,,Monoambiente,,,,+ $35.000 expensas,Excelente,Frente,,,,,,8 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-2-ambientes--12530852,Paseo de la Bahia - Studios II,,850,69  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,No se encontraron expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-recoleta--14134616,Vicente Lopez al 2200,,,,,30 años,4 baños,,,,,+ $120.000 expensas,,,,,400  m² Total,2 plantas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-2-ambientes--11977380,Condominio Wyndham,,1,72  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,+ $21.600 expensas,,,,,,,,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--14416435,Av. Combatientes de Malvinas al 3900,,400,46  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,No se encontraron expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--14345471,Rivera Indarte al 200,,,38  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $20.000 expensas,,,,,,,,40 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-chico-2-ambientes--13570084,La Pampa y Castañeda,,1,60  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,+ $45.000 expensas,,,,,,,,5 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--12791751,Junín 1500,,1,150  m² Cubierta,3 dormitorios,,2 baños,5 ambientes,1 cocheras,1 toilettes,,+ $45.000 expensas,,,Este,,,,,37 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-caballito-sur-3-ambientes--14345487,"AVENIDA JUAN BAUTISTA ALBERDI  800, Piso 14",,700,70  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,,,,+ $26.000 expensas,,Frente,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta--11951893,"Casa en  venta y alquiler anual en Castaños, Nordelta",,1,220  m² Cubierta,3 dormitorios,5 años,3 baños,,,,480  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--14371757,"Tomás A. Le Bretón 5000, Piso 4",,,45  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $28.500 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-martinez-6-ambientes--13059258,Monseñor Larumbe al 1500,,2,370  m² Cubierta,4 dormitorios,A Estrenar,3 baños,6 ambientes,2 cocheras,,380  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-echesortu-3-ambientes--10384069,Lavalle 1000,,,80  m² Cubierta,2 dormitorios,,1 baño,3 ambientes,,,,No se encontraron expensas,Muy Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-belgrano-c--13134382,"Blanco Encalada **RESERVADO ** 2500, Piso P.B.",,,,,40 años,2 baños,,,,,+ $35.000 expensas,Bueno,,,Via Pública,,1 planta,En edificio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-remeros-beach-4-ambientes--14304332,camino de los remeros  al 1600,,2,124  m² Cubierta,3 dormitorios,,2 baños,4 ambientes,2 cocheras,,,+ $40.000 expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--12729540,La Pampa 2000,,800,64  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,,,,+ $20.000 expensas,,,Sudeste,,,,,43 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-2-ambientes--14281901,Av de los Lagos  al 3100,,900,58  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,+ $40.000 expensas,,,,,,,,10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-acassuso-5-ambientes--12229215,Peru al 900,,4,404  m² Cubierta,3 dormitorios,1 año,5 baños,5 ambientes,2 cocheras,,422  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-botanico-1-ambiente--13950184,CABELLO 3600,,,37  m² Cubierta,,,1 baño,Monoambiente,,,,+ $45.000 expensas,Excelente,Frente,Sudoeste,,,,,25 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/terreno-en-alquiler-en-villa-eucaristica--13094717,AV Valparaiso 6700,,,,,,,,,,,No se encontraron expensas,,,,,,,,,,,,,,,4.000  m² Total,,0  mts Frente,0  mts Fondo,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--14123165,Freire 2100,,1,78  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,1 cocheras,,,+ $59.000 expensas,,,,,,,,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-2-ambientes--13773018,Arce 400,,700,43  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $35.000 expensas,,,,,,,,15 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-martinez-7-ambientes--13021585,Pedro Goyena al 2600,,3,300  m² Cubierta,4 dormitorios,A Estrenar,4 baños,7 ambientes,1 cochera,,224  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-7-ambientes--14288846,Barrio El golf Nordelta,,7,400  m² Cubierta,4 dormitorios,4 años,7 baños,7 ambientes,2 cocheras,,1.280  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-remeros-beach-3-ambientes--14304330,camino de los remeros al 1600,,900,79  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,2 cocheras,,,+ $35.000 expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-belgrano-5-ambientes--14431208,PEREZ BULNES al 6800,,,220  m² Cubierta,2 dormitorios,20 años,2 baños,5 ambientes,,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--13833302,Gelly Y Obes 2200,,2,163  m² Cubierta,3 dormitorios,,3 baños,4 ambientes,1 cocheras,,,+ $100.000 expensas,Muy Bueno,Frente,Norte,,,,,45 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-los-lagos-6-ambientes--14354384,Casa alquiler 6 ambientes en Los Lagos Nordelta lote de 600 m2,,3,305  m² Cubierta,4 dormitorios,5 años,4 baños,6 ambientes,2 cocheras,,600  m² Terreno,No se encontraron expensas,Muy Bueno,,Noreste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--14401315,Bulnes al 2700,,1,70  m² Cubierta,2 dormitorios,,1 baño,3 ambientes,,,,+ $50.000 expensas,,,,,,,,10 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--13595398,CORRIENTES 5067,,,20  m² Cubierta,,,1 baño,Monoambiente,,,,+ $11.400 expensas,,,,,,,,45 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--13731055,Quesada  al 2200- Belgrano,,1,47  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,,,,No se encontraron expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-4-ambientes--14398855,"Barrio Los Castaños, Nordelta",,1,200  m² Cubierta,3 dormitorios,2 años,2 baños,4 ambientes,2 cocheras,,470  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-yoo-nordelta-2-ambientes--13339686,YOO2  B303,,1,62  m² Cubierta,1 dormitorio,,2 baños,2 ambientes,1 cocheras,,,+ $70.000 expensas,,,,,,,,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-martinez-libertador-rio-3-ambientes--13766419,Av. del Libertador al 13600,,1,91  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,2 cocheras,,,+ $60.000 expensas,,,,,,,,10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-acassuso-6-ambientes--13015304,Fernandez Espiro al 0,,4,354  m² Cubierta,4 dormitorios,A Estrenar,2 baños,6 ambientes,2 cocheras,,828  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nueva-cordoba--13945413,"Bv Dr A Illia 400, Piso 7",,,,1 dormitorio,,1 baño,,,,,+ $23.000 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-almagro-norte-4-ambientes--14348897,"Yatay 100, Piso 5",,,85  m² Cubierta,3 dormitorios,,2 baños,4 ambientes,,,,+ $45.000 expensas,Excelente,Frente,Oeste,,,,,10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-acassuso-barrio-parque-aguirre-10-ambientes--12465218,Guido Spano 312,,4,575  m² Cubierta,6 dormitorios,70 años,4 baños,10 ambientes,4 cocheras,,892  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-2-ambientes--14368041,GORRITI 6066,,900,55  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,No se encontraron expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-general-paz--12758884,24 de Septiembre 1800,,,,,A Estrenar,1 baño,,,,,No se encontraron expensas,,,,,50  m² Total,1 planta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-vicente-lopez-6-ambientes--14332338,Lisandro de la Torre 900,,3,680  m² Cubierta,4 dormitorios,15 años,6 baños,6 ambientes,4 cocheras,,600  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--14344816,Dorrego y Cabildo,,800,49  m² Cubierta,1 dormitorio,,,2 ambientes,1 cocheras,,,+ $65.000 expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--13766846,11 de septiembre al 1100,,2,96  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,+ $68.000 expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/terreno-en-alquiler-en-cordoba--12502208,Av Luchesse y ruta E53,,1,,,,,,,,,No se encontraron expensas,,,,,,,,,,,,,,,42.111  m² Total,,650  mts Frente,0  mts Fondo,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-el-yacht-5-ambientes--13102422,"Casa en Alquiler en El Yacht 4 dormitorios, Nordelta 100",,10,435  m² Cubierta,4 dormitorios,A Estrenar,6 baños,5 ambientes,3 cocheras,,,No se encontraron expensas,Excelente,,Noreste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-san-isidro-chico-8-ambientes--12996291,Casa en venta en San Isidro Chico,,10,760  m² Cubierta,4 dormitorios,8 años,6 baños,8 ambientes,4 cocheras,,1.200  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-chico-1-ambiente--12491584,Teodoro Garcia Y Migueletes,,600,37  m² Cubierta,,,1 baño,Monoambiente,,,,No se encontraron expensas,,,,,,,,7 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-countries-y-barrios-cerrados-en-cordoba-capital-10-ambientes--12558027,Jardín Ingles,,1,250  m² Cubierta,3 dormitorios,A Estrenar,3 baños,10 ambientes,2 cocheras,,877  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-isidro-3-ambientes--13100685,Alsina al 400,,1,90  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,2 cocheras,,,+ $57.300 expensas,,,,,,,,17 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--13270067,Av. San Martín al 2900,,950,58  m² Cubierta,2 dormitorios,,1 baño,3 ambientes,1 cocheras,,,+ $29.000 expensas,,,,,,,,A Estrenar,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-recoleta-13-ambientes--12985942,Av. Santa Fe N° al 1600,,2,267  m² Cubierta,,30 años,3 baños,13 ambientes,,,,+ $230.000 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-martinez-vias-libertador-5-ambientes--13931916,Paunero 2100,,4,450  m² Cubierta,4 dormitorios,,7 baños,5 ambientes,2 cocheras,,350  m² Terreno,No se encontraron expensas,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-colegiales-2-ambientes--13952207,Zabala  al 3500,,650,45  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,No se encontraron expensas,,,,,,,,2 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--13864205,arce al 700,,400,38  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $21.400 expensas,,,,,,,,28 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/terreno-en-alquiler-en-los-boulevares--11540718,av japon 1400,,,,,,,,,,,No se encontraron expensas,,,,,,,,,,,,,,,7.780  m² Total,,50  mts Frente,250  mts Fondo,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-maipu-seccion-1-8-ambientes--11389197,Granada 2400,,,140  m² Cubierta,4 dormitorios,15 años,2 baños,8 ambientes,,,200  m² Construible,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-san-isidro-libertador-lasalle-5-ambientes--12992582,CASA Av. Libertador 16.735 San Isidro,,2,201  m² Cubierta,3 dormitorios,50 años,2 baños,5 ambientes,3 cocheras,,457  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-san-isidro--13837350,Heroes De Malvinas 300,,2,290  m² Cubierta,,,,,,,350  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-villa-el-libertador-1-ambiente--12439944,Congreso 5100,,,,,,1 baño,,,,,No se encontraron expensas,,,,,160  m² Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--14042011,Posadas al 1300,,2,150  m² Cubierta,3 dormitorios,,2 baños,4 ambientes,,,,+ $1 expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--13276690,Ecuador al 1200,,1,90  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,,,,No se encontraron expensas,,,,,,,,A Estrenar,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14411317,Juncal al 1300,,450,41  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $30.000 expensas,,,,,,,,45 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-countries-y-barrios-cerrados-en-pilar-5-ambientes--11724503,"Casa en Alquiler  5 Ambientes - Highland Park, Manuel Alberti, Pilar, GBA Norte",,2,375  m² Cubierta,4 dormitorios,A Estrenar,3 baños,5 ambientes,,,2.500  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--13776098,AGUILAR 2300,,330,38  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $41.000 expensas,Muy Bueno,Frente,Norte,,,,,40 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-4-ambientes--13757606,"LUIS MARÍA CAMPOS 700, Piso 4°",,950,103  m² Cubierta,3 dormitorios,,3 baños,4 ambientes,,1 toilettes,,+ $52.000 expensas,Excelente,Frente,,,,,,45 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-2-ambientes--14133262,Figueroa Alcorta  al 3000,,1,55  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,No se encontraron expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-san-isidro-8-ambientes--12965343,"INCREIBLE CASA EN VENTA en Lomas de San Isidro, Esnaola al 500",,8,660  m² Cubierta,6 dormitorios,56 años,5 baños,8 ambientes,5 cocheras,,2.302  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-5-ambientes--12605344,"Los Sauces, Nordelta",,2,224  m² Cubierta,3 dormitorios,10 años,3 baños,5 ambientes,,,552  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-alberdi-1-ambiente--12562051,Caseros 900,,,,,,5 baños,,,,,No se encontraron expensas,,,,,900  m² Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-martinez-vias-libertador-2-ambientes--13142753,"Av. del Libertador 14230, 1º, Martínez, San Isidro, Buenos Aires, Argentina",,700,52  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,No se encontraron expensas,,,,,,,,12 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-3-ambientes--13807589,Maria Catalina Marchi 200,,,67  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,1 cocheras,,,+ $60.000 expensas,Excelente,Frente,Noroeste,,,,,20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--14132510,Azcuenaga al 1900,,,,,,1 baño,Monoambiente,,,,No se encontraron expensas,,,,,,,,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-martinez-8-ambientes--12721680,Las Heras 2500,,5,440  m² Cubierta,4 dormitorios,70 años,7 baños,8 ambientes,8 cocheras,,1.554  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-la-plata-4-ambientes--14344273,calle 20 e/ 75 y 76,,,50  m² Cubierta,1 dormitorio,10 años,1 baño,4 ambientes,,,50  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-san-jose-1-ambiente--13101209,"Gascon 3600, Piso 1",,,40  m² Cubierta,,30 años,,Monoambiente,,,,No se encontraron expensas,,,,,,,,,,Con seguridad,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--14153047,Av. Pueyrredón al 1800 . Alquiler Amoblado 3 ambientes!!,,650,56  m² Cubierta,2 dormitorios,,1 baño,3 ambientes,,,,No se encontraron expensas,,,,,,,,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-barrio-aleman-5-ambientes--12957197,Las heras  al 2300,,4,300  m² Cubierta,4 dormitorios,50 años,4 baños,5 ambientes,1 cochera,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-cordoba--12617346,General Alvear 81,,1,220  m² Cubierta,,A Estrenar,,,,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-martinez-libertador-rio-6-ambientes--13861375,MUÑIZ 1292,,10,900  m² Cubierta,5 dormitorios,50 años,4 baños,6 ambientes,4 cocheras,,2.065  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-7-ambientes--12705330,Quintana 59,,5,425  m² Cubierta,5 dormitorios,,5 baños,7 ambientes,2 cocheras,,,+ $200.000 expensas,,,,,,,,29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-centro-1-ambiente--6120179,Corro 100,,,,,40 años,1 baño,,,,,+ $3.500 expensas,Bueno,,,,14  m² Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-1-ambiente--14420058,Humbolt al 1800,,320,35  m² Cubierta,,,1 baño,Monoambiente,,,,+ $30.000 expensas,,,,,,,,10 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-martinez-vias-libertador--12936567,LAS HERAS 2300,,4,430  m² Cubierta,3 dormitorios,,3 baños,,,,280  m² Terreno,No se encontraron expensas,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--14043425,"Charcas  al 4700, 3er Piso",,300,30  m² Cubierta,1 dormitorio,,1 baño,Monoambiente,,,,+ $24.700 expensas,,,,,,,,45 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-belgrano-1-ambiente--12704963,PISO 3 - UNIDAD 02 - AV. DEL LIBERTADOR 6328,,1,67  m² Cubierta,,,1 baño,Monoambiente,,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-r-5-ambientes--12723884,Federico Lacroze al 2200,,3,230  m² Cubierta,4 dormitorios,,4 baños,5 ambientes,2 cocheras,,,+ $150.000 expensas,,,,,,,,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-centro-2-ambientes--12563857,San Jeronimo 200,,,,,,1 baño,,,,,No se encontraron expensas,,,,,67  m² Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-recoleta-6-ambientes--14280348,Carlos Pellegrini al 900,,700,136  m² Cubierta,,25 años,2 baños,6 ambientes,,,,+ $150.000 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-acassuso-10-ambientes--12694547,José C. Paz 200,,6,572  m² Cubierta,5 dormitorios,25 años,7 baños,10 ambientes,7 cocheras,,1.013  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
