URL,Ubicación,Precio ARS,Precio USD,Sup. cubierta,Dormitorios,Antigüedad,Baños,Ambientes,Cocheras,Toilettes,Sup. terreno,Expensas,Estado,Disposición,Orientación,Tipo de local,Sup. total,Plantas,En Edificio,Antiguedad,Apto profesional,Seguridad,Permite mascota,Tipo de Baño,Longitud del frente,Longitud del fondo,Superficie Total,Sup. descubierta,Longitud del Frente,Longitud del Fondo,Habitaciones,FOT,Altura Techo,Agua corriente,Tipo de cochera,Tipo de cobertura,Tipo de acceso,Tipo de Terreno,Sup. Total,Tipo de coche,Galería/Shopping,Toilletes,Superficie cubierta,Descripción,Cantidad baños,Sup. Cubierta,Pileta
https://www.argenprop.com/casa-en-alquiler-en-countries-y-barrios-cerrados-en-la-plata--12601667,"Haras del Sur II, ruta 2 km 73",,1,153  m² Cubierta,4 dormitorios,A Estrenar,2 baños,,2 cocheras,,993  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nunez-4-ambientes--14345401,Núñez al 1600,,2,127  m² Cubierta,3 dormitorios,,2 baños,4 ambientes,2 cocheras,,,No se encontraron expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--12784949,Copernico   2300 6°,,2,162  m² Cubierta,4 dormitorios,,4 baños,5 ambientes,1 cocheras,,,+ $49.000 expensas,,,,,,,,40 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14369452,O'Higgins  al 1600,,2,189  m² Cubierta,3 dormitorios,,3 baños,4 ambientes,1 cocheras,,,+ $110.000 expensas,,,,,,,,60 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--14335357,"Paraná 1000, Recoleta, Capital Federal",,2,176  m² Cubierta,4 dormitorios,,2 baños,5 ambientes,,,,+ $175.000 expensas,,,,,,,,90 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-belgrano-4-ambientes--14245821,Monroe 2200,,550,84  m² Cubierta,,13 años,1 baño,4 ambientes,1 cochera,,,+ $50.000 expensas,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-san-isidro-10-ambientes--14230238,MADAME CURIE  N°600 esquiina Don Bosco,,10,554  m² Cubierta,4 dormitorios,17 años,6 baños,10 ambientes,3 cocheras,,1.318  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-centro-5-ambientes--12704589,San Lorenzo 1600,,,170  m² Cubierta,4 dormitorios,,2 baños,5 ambientes,,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--14320247,QUINTANA 500,,1,75  m² Cubierta,2 dormitorios,,1 baño,3 ambientes,,,,No se encontraron expensas,Bueno,Frente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-la-alameda-3-ambientes--13179675,"La Alameda, Nordelta 100",,2,220  m² Cubierta,3 dormitorios,A Estrenar,3 baños,3 ambientes,,,,No se encontraron expensas,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-los-hornos-5-ambientes--12663700,137 entre 60 y 61,,,90  m² Cubierta,2 dormitorios,30 años,2 baños,5 ambientes,1 cochera,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--13248669,Talcahuano al 900,,450,36  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $25.000 expensas,,,,,,,,40 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-4-ambientes--12626919,"Wyndham Loft, Nordelta 100",,2,135  m² Cubierta,3 dormitorios,,3 baños,4 ambientes,,,,No se encontraron expensas,Excelente,Frente,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-4-ambientes--13094722,Avenida Presidente Figueroa Alcorta 3500,,6,208  m² Cubierta,3 dormitorios,,2 baños,4 ambientes,2 cocheras,1 toilettes,,+ $360.000 expensas,,,,,,,,14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-martinez-libertador-rio-7-ambientes--12433516,Juan Jose Paso al 1500,,14,1.400  m² Cubierta,6 dormitorios,18 años,6 baños,7 ambientes,4 cocheras,,2.400  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14335909,AMENABAR  al 1800,,1,130  m² Cubierta,3 dormitorios,,2 baños,4 ambientes,1 cocheras,,,+ $65.000 expensas,,,,,,,,45 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-colegiales-3-ambientes--13183504,Concepción Arenal 2800,,550,88  m² Cubierta,2 dormitorios,,1 baño,3 ambientes,,,,+ $15.000 expensas,,,,,,,,43 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-belgrano--11960635,Cabildo Av. al 2600,,5,370  m² Cubierta,,13 años,2 baños,,2 cocheras,,,+ $115.000 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-7-ambientes--14233965,EL GOLF - NORDELTA,,5,350  m² Cubierta,4 dormitorios,15 años,3 baños,7 ambientes,,,1.000  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-los-pilares-4-ambientes--12111143,Los Pilares,,2,132  m² Cubierta,3 dormitorios,A Estrenar,3 baños,4 ambientes,2 cocheras,,850  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-1-ambiente--12748587,Jose Hernandez 2300 y Av Cabildo,,650,30  m² Cubierta,,,1 baño,Monoambiente,,,,No se encontraron expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-belgrano-1-ambiente--12045943,Av. Del Libertador  5700  - Esq Pampa,,,150  m² Cubierta,,10 años,4 baños,Monoambiente,2 cocheras,,,+ $135.000 expensas,,,,,,,,,,Con seguridad,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-la-lomada-de-pilar-5-ambientes--12735787,La Lomada,,2,270  m² Cubierta,4 dormitorios,8 años,3 baños,5 ambientes,2 cocheras,,1.000  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-flores-norte-5-ambientes--12829716,"Bacacay 2100, Piso 6",,,,4 dormitorios,,1 baño,5 ambientes,,,,+ $34.000 expensas,Excelente,Frente,Noreste,,,,,20 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-isidro-2-ambientes--14341643,Don Bosco 1800,,460,40  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,+ $3.000 expensas,Muy Bueno,Frente,,,,,,3 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--14333226,Avenida Olazábal 2300,,500,44  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,No se encontraron expensas,,,,,,,,64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-belgrano--11985167,LIPA - Libertador y Pampa,,46,1.551  m² Cubierta,,A Estrenar,12 baños,,15 cocheras,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-3-ambientes--12622766,AV. DE LOS LAGOS al 1000,,850,80  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,1 cocheras,,,+ $50.000 expensas,,,,,,,,18 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-manzanares-5-ambientes--12686468,Soldado Aguirre E Isla Victoria,,,300  m² Cubierta,4 dormitorios,5 años,3 baños,5 ambientes,5 cocheras,,,No se encontraron expensas,Muy Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-highland-park-country-club-5-ambientes--12517323,Highland Park Country Club,,2,200  m² Cubierta,4 dormitorios,20 años,3 baños,5 ambientes,4 cocheras,,900  m² Terreno,No se encontraron expensas,Muy Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-carpinchos-4-ambientes--14030699,Excelente Casa a estrenar en alquiler en El Barrio Carpinchos Nordelta.,,1,140  m² Cubierta,3 dormitorios,A Estrenar,2 baños,4 ambientes,2 cocheras,,502  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-belgrano-barrancas--13235692,Olazabal  al 1500,,,,,A Estrenar,1 baño,,,,,+ $20.000 expensas,,,,,80  m² Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-las-canitas-5-ambientes--13730684,Chenaut al 1800,,3,160  m² Cubierta,3 dormitorios,25 años,3 baños,5 ambientes,,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-remeros-beach-2-ambientes--12799133,Remeros Beach -,,800,53  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,+ $1 expensas,Excelente,Contra frente,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--14293449,Rodríguez Peña al 1600,,7,317  m² Cubierta,3 dormitorios,,4 baños,5 ambientes,2 cocheras,,,+ $350.000 expensas,,,,,,,,70 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-olivos-2-ambientes--14332824,Juan de Garay al 2500,,700,45  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $11.000 expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-olivos-3-ambientes--13005040,Av Libertador 3000,,1,100  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,1 cocheras,,,+ $45.000 expensas,Excelente,Frente,,,,,,7 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-la-lucila-libertador-rio--13062352,Av Libertador al 4000,,1,85  m² Cubierta,2 dormitorios,,2 baños,,1,,,+ $65.000 expensas,,,,,,,,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--13355315,Avenida Pueyrredón 1200,,,35  m² Cubierta,,,1 baño,Monoambiente,,,,+ $15.000 expensas,,,Oeste,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-belgrano--11960383,Del Libertador Av. al 6300,,22,951  m² Cubierta,,A Estrenar,1 baño,,12 cocheras,,,+ $1.238.191 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--12646694,Austria 2600,,3,260  m² Cubierta,3 dormitorios,,3 baños,4 ambientes,2 cocheras,,,+ $140.000 expensas,,,,,,,,50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-villa-belgrano-5-ambientes--12899673,Villa Belgrano Joule Comercial 6300,,,302  m² Cubierta,4 dormitorios,25 años,3 baños,5 ambientes,4 cocheras,,600  m² Terreno,No se encontraron expensas,Muy Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--14330064,"AMENABAR 2000, Piso 24",,,36  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $21.000 expensas,Muy Bueno,Frente,Noreste,,,,,43 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--13062205,LAS HERAS GRAL. AV 3700,,,74  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,,,,+ $30.775 expensas,Bueno,Frente,Noroeste,,,,,70 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-olivos-vias-rio-2-ambientes--13145208,Libertador 2400 -palmera,,1,44  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,+ $55.000 expensas,,,,,,,,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-beccar-9-ambientes--14263079,"Casa en alquiler en El lazo  Beccar, San Isidro al 1900",,4,435  m² Cubierta,4 dormitorios,15 años,5 baños,9 ambientes,2 cocheras,,850  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-colegiales-2-ambientes--13861980,"Gral. Enrique Martinez 1200, Piso 3",,400,,1 dormitorio,,1 baño,2 ambientes,,,,+ $15.000 expensas,Excelente,Contra Frente,,,,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-vicente-lopez-vias-rio-6-ambientes--12938255,Av. Libertador al 1900,,2,205  m² Cubierta,4 dormitorios,,3 baños,6 ambientes,2 cocheras,,,+ $85.000 expensas,,,,,,,,35 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-san-isidro-2-ambientes--12843142,Av. Centenario  2400,,550,55  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,2 cocheras,,,+ $25.000 expensas,Excelente,Interno,,,,,,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-cordoba--14332651,Av Recta Martinolli al 8900,,,,,5 años,,,,,,No se encontraron expensas,,,,,100  m² Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-flores-6-ambientes--13094240,Lautaro al 100,,1,170  m² Cubierta,4 dormitorios,,3 baños,6 ambientes,3 cocheras,,,+ $100.000 expensas,,,,,,,,32 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-manantiales-2-ambientes--10043613,Pilares De Manantiales,,,45  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $30.000 expensas,Excelente,Frente,,,,,,1 año,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--7984243,"Malabia 400, Piso 5",,,60  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,+ $60.000 expensas,Excelente,Frente,,,,,,12 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-las-liebres-6-ambientes--12773784,Barrio Privado Las Liebres,,2,292  m² Cubierta,4 dormitorios,8 años,4 baños,6 ambientes,2 cocheras,,780  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-recoleta--12849304,Paraguay  al 1400,,800,78  m² Cubierta,,20 años,2 baños,,1 cochera,,,+ $100.000 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nordelta-1-ambiente--12809440,"Terrazas de la Bahia, Bahia Grande Nordelta",,700,48  m² Cubierta,1 dormitorio,,1 baño,Monoambiente,1 cochera,,,No se encontraron expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--14406958,"Av Scalabrini Ortiz 1700, Piso 8",,,40  m² Cubierta,,,1 baño,Monoambiente,,,,+ $31.500 expensas,Muy Bueno,Contra frente,Sudeste,,,,,,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-otros-barrios-de-nordelta-3-ambientes--13055573,"FAS. Chateau, el Palmar. Departamento 3 ambientes . Alquiler 3100",,650,90  m² Cubierta,2 dormitorios,,,3 ambientes,1 cocheras,,,+ $63.000 expensas,Muy Bueno,Frente,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-5-ambientes--13131212,venta | alquiler | 3 dorm | Los Castaños | Nordelta,,1,199  m² Cubierta,3 dormitorios,2 años,2 baños,5 ambientes,,,540  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--14177904,Virrey Olaguer y Feliú 2600,,700,57  m² Cubierta,2 dormitorios,,1 baño,3 ambientes,,1 toilettes,,+ $26.000 expensas,Excelente,Lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14177752,Arcos 1700,,1,90  m² Cubierta,3 dormitorios,,1 baño,4 ambientes,,1 toilettes,,+ $79.464 expensas,Muy Bueno,Frente,Este,,,,,10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/local-en-alquiler-en-ameghino-sud-1-ambiente--14323470,Fuerza Aerea 4600,,,,,,,,2 cocheras,,,No se encontraron expensas,,,,,150  m² Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-vicente-lopez-2-ambientes--13190230,Aristobulo Del Valle 700,,700,34  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,1 cocheras,,,+ $31.000 expensas,Excelente,,,,,,,6 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-olivos-3-ambientes--12762641,Av.maipú 3000,,600,80  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,,,,+ $22.000 expensas,,,,,,,,6 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--14266010,Juncal 2800,,450,34  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,No se encontraron expensas,,,,,,,,52 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-martinez-vias-santa-fe-4-ambientes--13255099,"Arenales  al 1800, Martinez",,1,145  m² Cubierta,3 dormitorios,,2 baños,4 ambientes,1 cocheras,,,+ $98.200 expensas,,,,,,,,18 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-martinez-7-ambientes--12126542,Beruti 800,,2,270  m² Cubierta,4 dormitorios,45 años,2 baños,7 ambientes,1 cochera,,270  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-florida-2-ambientes--12755375,Aristobulo del Valle 1650,,400,37  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,No se encontraron expensas,,,,,,,,A Estrenar,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-mar-del-plata-4-ambientes--14280837,Av. Juan José Paso 2954,,,175  m² Cubierta,3 dormitorios,35 años,3 baños,4 ambientes,1 cochera,,255  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-4-ambientes--14214857,"Av Cabildo 100, Piso PB",,1,102  m² Cubierta,2 dormitorios,,2 baños,4 ambientes,1 cocheras,1 toilettes,,No se encontraron expensas,Excelente,Contra frente,Este,,,,,35 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-nunez-3-ambientes--14369210,Avenida del Libertador 7700,,990,60  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,1 cocheras,1 toilettes,,+ $50.000 expensas,,,,,,,,13 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-olivos-vias-maipu-4-ambientes--12727821,"Rosales  2600, Piso 6",,2,151  m² Cubierta,3 dormitorios,,4 baños,4 ambientes,1 cocheras,,,No se encontraron expensas,Excelente,Contra Frente,Este,,,,,15 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-acassuso-vias-santa-fe-6-ambientes--12818516,INTENDENTE ALFARO  28-13ºB,,2,292  m² Cubierta,4 dormitorios,,4 baños,6 ambientes,3 cocheras,,,No se encontraron expensas,,,,,,,,32 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-belgrano--11984220,Libertador 6500,,,180  m² Cubierta,,18 años,2 baños,,1 cochera,,,+ $1 expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-olivos-3-ambientes--12859493,Avenida Maipú 3000,,600,80  m² Cubierta,2 dormitorios,,1 baño,3 ambientes,,,,+ $16.500 expensas,Excelente,Frente,,,,,,1 año,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-la-pilarica-4-ambientes--11064770,La Pilarica,,1,280  m² Cubierta,3 dormitorios,,,4 ambientes,,,850  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-florida-3-ambientes--12807377,Aristobulo del Valle 1650,,650,56  m² Cubierta,2 dormitorios,,2 baños,3 ambientes,,,,+ $11.000 expensas,,,,,,,,A Estrenar,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-6-ambientes--12785085,Pueyrredon  al 2400,,3,250  m² Cubierta,4 dormitorios,,5 baños,6 ambientes,1 cocheras,,,+ $100.000 expensas,,,,,,,,A Estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-ayres-de-pilar-5-ambientes--12141328,"AYRES DE PILAR, PANAMERICANA KM 43,5",,2,287  m² Cubierta,4 dormitorios,10 años,3 baños,5 ambientes,2 cocheras,,1.161  m² Terreno,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--14252630,La Pampa 2000,,1,110  m² Cubierta,3 dormitorios,,2 baños,4 ambientes,,1 toilettes,,+ $46.000 expensas,,,,,,,,45 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--12832328,AGUERO al 1900,,400,47  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,,,No se encontraron expensas,,,,,,,,40 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-nordelta-la-alameda-3-ambientes--13179677,"Casa en Alquiler en La Alameda 3 dormitorios, Nordelta 100",,1,220  m² Cubierta,3 dormitorios,A Estrenar,3 baños,3 ambientes,,,,No se encontraron expensas,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14407024,"Honorio Pueyrredon  1800, Piso 4",,,43  m² Cubierta,1 dormitorio,,2 baños,2 ambientes,,,,+ $21.000 expensas,Excelente,Frente,,,,,,A Estrenar,,,Per. mascota,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-balvanera-1-ambiente--14368498,San Luis 2400,,,30  m² Cubierta,1 dormitorio,,,Monoambiente,,,,+ $22.000 expensas,,,,,,,,6 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-cordoba-3-ambientes--14223493,Granada al 2800,,,45  m² Cubierta,2 dormitorios,,1 baño,3 ambientes,,,,No se encontraron expensas,,,,,,,,40 años,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--14252711,Avenida Juan B. Justo 3000,,450,39  m² Cubierta,1 dormitorio,,1 baño,2 ambientes,,1 toilettes,,+ $15.000 expensas,,,,,,,,8 años,Apto profesi.,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-martinez--14365858,Av Parana 500,,2,193  m² Cubierta,3 dormitorios,,3 baños,,1 cochera,1 toilette,260  m² Terreno,No se encontraron expensas,Excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/casa-en-alquiler-en-paseo-aldrey-9-ambientes--12829640,Alberti Y Gascon,,2,,8 dormitorios,,4 baños,9 ambientes,,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-recoleta--12736207,"AV SANTA FE 2743 2700, Piso 5",,,286  m² Cubierta,,12 años,2 baños,,2 cocheras,,,No se encontraron expensas,Excelente,,,,,,,,,Con seguridad,,Independientes,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/oficina-en-alquiler-en-belgrano--11985263,LIPA - Libertador y Pampa,,47,1.575  m² Cubierta,,A Estrenar,12 baños,,15 cocheras,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-vicente-lopez-3-ambientes--12497930,Aristobulo del Valle 770,,2,102  m² Cubierta,2 dormitorios,,3 baños,3 ambientes,1 cocheras,,,+ $40.000 expensas,Excelente,Frente,,,,,,3 años,,,Per. mascota,,,,,,,,,,,,,,,,,,,,,,,,
https://www.argenprop.com/departamento-en-alquiler-en-alta-cordoba--14079004,"JUAN SARACHAGA 300, Piso 1",,,,1 dormitorio,,1 baño,,,,,No se encontraron expensas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
